NumCasa;Nombre;IngresoPersonal;Empleo;Edad;Sexo;EstadoCivil;NivelEducativo;Grado;barrio
1001;Lucia Alejandro Hernandez Torres;0;Desempleado;7;F;Soltero;Primaria;1;Altamira del Este
1292;Andres Alejandro Flores Gonzalez;11500;Dependiente de tienda;17;M;Soltero;Técnico;1;Barrio El Rosario
1078;Mario Alejandro Castro Castro;18000;Carpintero;76;M;Casado;Secundaria;5;Monimbó
1114;Carlos Alejandro Castro Martinez;10000;Vendedor;51;M;Casado;Técnico;1;Barrio El Calvario
1242;Camila Alejandro Gonzalez Flores;0;Desempleado;10;F;Soltero;Primaria;3;Colina del Verbo
1188;Pedro Alejandro Mendoza Castro;0;Desempleado;1;M;Soltero;Preescolar;1;San Judas
1427;Kevin Alejandro Mendoza Lopez;0;Desempleado;31;M;Soltero;Preescolar;1;San Ramón
1321;Juan Alejandro Torres Hernandez;0;Desempleado;12;M;Soltero;Primaria;2;Sol de libertad
1356;Carlos Alejandro Gonzalez Mendoza;0;Desempleado;10;M;Soltero;Primaria;1;Barrio El Calvario
1279;Sofia Alejandro Perez Mendoza;0;Desempleado;42;F;Soltero;Primaria;1;El Calavario
1318;Sofia Alejandro Lopez Perez;0;Desempleado;6;F;Soltero;Primaria;4;El Calavario
1177;Mario Alejandro Perez Torres;0;Desempleado;47;M;Casado;Preescolar;1;Urbanización San Miguel
1089;Andres Alejandro Ruiz Martinez;21000;Costur`ero;67;M;Casado;Primaria;5;Barrio 19 de Julio
1260;Paula Alejandro Flores Castro;9500;Técnico Agropecuario;53;F;Casado;Técnico;3;Barrio El Rosario
1015;Elena Alejandro Gonzalez Martinez;16000;Médico general;41;F;Soltero;Universidad;5;Barrio Guadalupe
1232;Camila Alejandro Gonzalez Castro;17000;Albañil;66;F;Soltero;Secundaria;5;Barrio Medardo Andino
1004;Juan Alejandro Martinez Gonzalez;0;Desempleado;46;M;Soltero;Preescolar;2;Barrio Medardo Andino
1094;Mario Alejandro Flores Ruiz;10000;Vendedor;80;M;Casado;Técnico;1;Barrio Obrero
1324;Jose Alejandro Lopez Ruiz;17000;Albañil;55;M;Casado;Secundaria;5;Urbanización San Miguel
1484;Lucia Alejandro Ruiz Flores;21000;Costur`ero;17;F;Soltero;Secundaria;1;El Calavario
1403;Ana Alejandro Gonzalez Lopez;0;Desempleado;73;F;Casado;Primaria;1;Barrio Obrero
1448;Camila Alejandro Lopez Lopez;15000;Maestro;27;F;Soltero;Universidad;5;Barrio La Cruz
1030;Valeria Alejandro Torres Flores;13000;Conductor de taxi;43;F;Soltero;Primaria;4;Barrio La Cruz
1031;Carlos Alejandro Perez Martinez;17000;Albañil;55;M;Casado;Secundaria;5;Barrio La Cruz
1307;Camila Alejandro Castro Torres;16000;Médico general;67;F;Casado;Universidad;5;Barrio 19 de Julio
1162;Miguel Alejandro Flores Gonzalez;0;Desempleado;8;M;Soltero;Primaria;1;Monimbó
1175;Sofia Alejandro Torres Gonzalez;10500;Cajero;32;F;Soltero;Técnico;1;Sol de libertad
1478;Lucia Alejandro Martinez Flores;0;Desempleado;22;F;Soltero;Técnico;1;Urbanización San Miguel
1212;Kevin Alejandro Hernandez Mendoza;17000;Albañil;72;M;Soltero;Secundaria;5;Barrio La Cruz
1307;Carlos Alejandro Torres Ruiz;0;Desempleado;1;M;Soltero;Preescolar;2;Barrio 19 de Julio
1117;Valeria Alejandro Ruiz Hernandez;9000;Obrero;33;F;Soltero;Preescolar;3;Barrio Arnoldo Alemán
1474;Camila Alejandro Flores Gonzalez;0;Desempleado;44;F;Soltero;Preescolar;1;El Calavario
1304;Jose Alejandro Martinez Castro;0;Desempleado;56;M;Soltero;Preescolar;2;Urbanización San Miguel
1164;Lucia Alejandro Castro Ruiz;12500;Repartidor;54;F;Casado;Preescolar;1;San Ramón
1468;Maria Alejandro Perez Mendoza;16000;Médico general;30;F;Soltero;Universidad;5;Barrio 19 de Julio
1100;Juan Alejandro Gonzalez Torres;0;Desempleado;4;M;Soltero;Preescolar;1;Barrio El Calvario
1106;Marta Alejandro Castro Gonzalez;0;Desempleado;53;F;Soltero;Preescolar;3;Colina del Verbo
1307;Andres Alejandro Lopez Flores;11000;Comerciante Informal;72;M;Soltero;Preescolar;3;Barrio 19 de Julio
1284;Juan Alejandro Mendoza Flores;0;Desempleado;34;M;Casado;Primaria;3;Monimbó
1091;Kevin Alejandro Martinez Flores;0;Desempleado;57;M;Casado;Primaria;5;Barrio Arnoldo Alemán
1220;Daniel Alejandro Martinez Gonzalez;14000;Mesero;46;M;Soltero;Preescolar;3;Urbanización San Miguel
1349;Mario Alejandro Perez Flores;12000;Trabajador doméstico;42;M;Casado;Primaria;2;Altamira del Este
1305;Andres Alejandro Torres Castro;12000;Trabajador doméstico;48;M;Soltero;Preescolar;2;Monimbó
1128;Daniel Alejandro Ruiz Mendoza;13000;Conductor de taxi;64;M;Soltero;Preescolar;2;Colina del Verbo
1102;Juan Alejandro Hernandez Lopez;0;Desempleado;18;M;Soltero;Técnico;1;San Ramón
1305;Jose Alejandro Martinez Mendoza;9000;Obrero;76;M;Casado;Preescolar;3;Monimbó
1328;Paula Alejandro Hernandez Castro;0;Desempleado;6;F;Soltero;Primaria;1;Barrio La Cruz
1245;Paula Alejandro Mendoza Martinez;19000;Electricista;58;F;Soltero;Secundaria;5;Baká
1036;Camila Alejandro Ruiz Perez;0;Desempleado;40;F;Soltero;Primaria;5;Barrio Arnoldo Alemán
1053;Elena Alejandro Flores Flores;17000;Albañil;79;F;Casado;Secundaria;5;San Judas
1155;Camila Alejandro Torres Perez;15000;Maestro;43;F;Casado;Universidad;5;Colina del Verbo
1381;Luis Alejandro Lopez Flores;0;Desempleado;10;M;Soltero;Primaria;5;Colina del Verbo
1079;Lucia Alejandro Torres Hernandez;13000;Conductor de taxi;80;F;Casado;Primaria;2;Barrio La Cruz
1359;Kevin Alejandro Ruiz Hernandez;0;Desempleado;7;M;Soltero;Primaria;2;Barrio La Cruz
1454;Maria Alejandro Torres Mendoza;11500;Dependiente de tienda;64;F;Soltero;Técnico;1;María Auxiliadora
1190;Sofia Alejandro Gonzalez Castro;15000;Maestro;59;F;Casado;Universidad;5;El Calavario
1032;Marta Alejandro Torres Hernandez;0;Desempleado;16;F;Soltero;Secundaria;1;Barrio La Cruz
1023;Lucia Alejandro Lopez Ruiz;0;Desempleado;29;F;Soltero;Primaria;5;Baká
1236;Daniel Alejandro Hernandez Perez;0;Desempleado;48;M;Soltero;Preescolar;1;Urbanización San Miguel
1128;Fernanda Alejandro Torres Torres;14000;Mesero;63;F;Casado;Preescolar;2;Colina del Verbo
1475;Marta Alejandro Flores Hernandez;13000;Conductor de taxi;38;F;Soltero;Primaria;1;Barrio Arnoldo Alemán
1159;Andres Alejandro Castro Hernandez;0;Desempleado;67;M;Casado;Primaria;1;Barrio El Rosario
1412;Fernanda Alejandro Lopez Gonzalez;19000;Electricista;71;F;Casado;Secundaria;5;Barrio El Calvario
1377;Pedro Alejandro Mendoza Perez;9000;Obrero;21;M;Soltero;Técnico;1;Colina del Verbo
1397;Fernanda Alejandro Castro Flores;14000;Mesero;67;F;Soltero;Preescolar;1;Monimbó
1310;Mario Alejandro Perez Flores;13000;Conductor de taxi;33;M;Casado;Preescolar;1;Barrio La Cruz
1476;Sofia Alejandro Lopez Gonzalez;8500;Campesino;68;F;Casado;Primaria;3;María Auxiliadora
1055;Elena Alejandro Ruiz Gonzalez;0;Desempleado;3;F;Soltero;Preescolar;1;San Judas
1044;Jose Alejandro Flores Lopez;0;Desempleado;45;M;Soltero;Primaria;1;Barrio El Calvario
1446;Kevin Alejandro Hernandez Mendoza;14000;Mesero;29;M;Soltero;Primaria;5;El Calavario
1170;Carlos Alejandro Mendoza Ruiz;0;Desempleado;44;M;Soltero;Preescolar;3;Monimbó
1171;Paula Alejandro Castro Mendoza;10500;Cajero;53;F;Soltero;Técnico;1;Barrio La Cruz
1013;Lucia Alejandro Martinez Hernandez;17000;Albañil;29;F;Soltero;Secundaria;5;Altamira del Este
1418;Ana Alejandro Gonzalez Ruiz;14500;Cocinero;26;F;Casado;Primaria;4;Monimbó
1430;Lucia Alejandro Perez Flores;0;Desempleado;54;F;Casado;Preescolar;1;Barrio 19 de Julio
1035;Lucia Alejandro Torres Martinez;9000;Obrero;67;F;Casado;Primaria;3;19 de Julio
1396;Carlos Alejandro Lopez Lopez;12500;Repartidor;56;M;Casado;Primaria;4;Altamira del Este
1261;Juan Alejandro Gonzalez Lopez;21000;Costur`ero;60;M;Soltero;Primaria;2;Altamira del Este
1029;Marta Alejandro Perez Perez;0;Desempleado;56;F;Casado;Preescolar;1;Altamira del Este
1451;Mario Alejandro Torres Martinez;13500;Barbero;42;M;Soltero;Preescolar;2;Urbanización San Miguel
1355;Elena Alejandro Perez Perez;12500;Repartidor;18;F;Soltero;Técnico;1;Colina del Verbo
1159;Marta Alejandro Castro Martinez;10000;Vendedor;29;F;Soltero;Técnico;1;Barrio El Rosario
1016;Camila Alejandro Ruiz Lopez;0;Desempleado;10;F;Soltero;Primaria;1;Barrio La Cruz
1274;Juan Alejandro Perez Mendoza;0;Desempleado;9;M;Soltero;Primaria;1;San Ramón
1008;Elena Alejandro Castro Flores;13500;Barbero;40;F;Soltero;Primaria;4;Barrio Arnoldo Alemán
1345;Marta Alejandro Castro Martinez;13500;Barbero;27;F;Soltero;Preescolar;3;Altamira del Este
1290;Juan Alejandro Gonzalez Mendoza;0;Desempleado;26;M;Casado;Primaria;2;Barrio Obrero
1305;Mario Alejandro Hernandez Flores;18000;Carpintero;46;M;Soltero;Secundaria;5;Monimbó
1169;Andres Alejandro Flores Hernandez;0;Desempleado;62;M;Casado;Preescolar;1;Barrio Medardo Andino
1484;Kevin Alejandro Castro Gonzalez;9500;Técnico Agropecuario;29;M;Soltero;Técnico;3;El Calavario
1068;Andres Alejandro Perez Martinez;0;Desempleado;37;M;Soltero;Preescolar;1;Barrio El Calvario
1203;Daniel Alejandro Perez Torres;13000;Conductor de taxi;70;M;Casado;Primaria;1;Barrio El Calvario
1059;Elena Alejandro Hernandez Torres;21000;Costur`ero;70;F;Casado;Primaria;4;Monimbó
1346;Andres Alejandro Flores Flores;0;Desempleado;40;M;Soltero;Primaria;5;Barrio Obrero
1059;Jose Alejandro Castro Martinez;18000;Carpintero;38;M;Soltero;Secundaria;5;Monimbó
1344;Mario Alejandro Castro Martinez;18000;Carpintero;46;M;Casado;Secundaria;5;Barrio El Rosario
1311;Pedro Alejandro Mendoza Ruiz;9000;Obrero;16;M;Soltero;Secundaria;1;El Calavario
1315;Sofia Alejandro Mendoza Perez;0;Desempleado;6;F;Soltero;Primaria;2;Monimbó
1267;Lucia Alejandro Martinez Ruiz;13500;Barbero;27;F;Soltero;Preescolar;3;San Ramón
1226;Andres Alejandro Gonzalez Ruiz;0;Desempleado;60;M;Casado;Preescolar;2;Altamira del Este
1058;Carlos Alejandro Flores Perez;0;Desempleado;4;M;Soltero;Preescolar;1;Barrio Medardo Andino
1011;Camila Alejandro Castro Castro;0;Desempleado;27;F;Soltero;Primaria;4;Colina del Verbo
1431;Andres Alejandro Torres Castro;10000;Vendedor;15;M;Soltero;Técnico;1;Barrio El Rosario
1002;Lucia Alejandro Ruiz Castro;0;Desempleado;13;F;Soltero;Secundaria;1;Barrio 19 de Julio
1226;Marta Alejandro Flores Perez;9000;Obrero;17;F;Soltero;Secundaria;1;Altamira del Este
1128;Kevin Alejandro Flores Perez;12500;Repartidor;69;M;Casado;Primaria;3;Colina del Verbo
1478;Paula Alejandro Lopez Gonzalez;15500;Enfermero;59;F;Soltero;Universidad;5;Urbanización San Miguel
1289;Jose Alejandro Mendoza Torres;0;Desempleado;71;M;Casado;Primaria;4;Colina del Verbo
1189;Camila Alejandro Mendoza Ruiz;14500;Cocinero;64;F;Soltero;Preescolar;1;Barrio Los Pinos
1395;Lucia Alejandro Hernandez Martinez;15000;Maestro;76;F;Casado;Universidad;5;Urbanización San Miguel
1154;Paula Alejandro Martinez Castro;18000;Carpintero;54;F;Casado;Secundaria;5;Altamira del Este
1314;Lucia Alejandro Flores Torres;12000;Trabajador doméstico;29;F;Casado;Primaria;2;Urbanización San Miguel
1048;Miguel Alejandro Lopez Hernandez;8500;Campesino;14;M;Soltero;Secundaria;1;San Ramón
1159;Elena Alejandro Gonzalez Perez;14000;Mesero;70;F;Casado;Preescolar;1;Barrio El Rosario
1434;Jose Alejandro Ruiz Mendoza;10500;Cajero;69;M;Soltero;Técnico;1;El Calavario
1279;Ana Alejandro Hernandez Martinez;0;Desempleado;1;F;Soltero;Preescolar;1;El Calavario
1049;Kevin Alejandro Ruiz Hernandez;14000;Mesero;19;M;Soltero;Técnico;1;Barrio El Rosario
1308;Elena Alejandro Gonzalez Gonzalez;9500;Técnico Agropecuario;58;F;Soltero;Técnico;3;María Auxiliadora
1303;Daniel Alejandro Castro Torres;12500;Repartidor;67;M;Casado;Preescolar;1;Barrio Los Pinos
1299;Paula Alejandro Mendoza Lopez;9500;Técnico Agropecuario;61;F;Casado;Técnico;3;Sol de libertad
1363;Carlos Alejandro Hernandez Martinez;0;Desempleado;4;M;Soltero;Preescolar;1;Barrio La Cruz
1256;Daniel Alejandro Hernandez Flores;0;Desempleado;4;M;Soltero;Preescolar;1;Colina del Verbo
1136;Andres Alejandro Castro Hernandez;0;Desempleado;20;M;Soltero;Técnico;1;Barrio El Rosario
1179;Sofia Alejandro Torres Lopez;19000;Electricista;26;F;Casado;Secundaria;5;Barrio Obrero
1298;Maria Alejandro Perez Gonzalez;11000;Comerciante Informal;74;F;Casado;Preescolar;2;Sol de libertad
1132;Andres Alejandro Perez Hernandez;0;Desempleado;53;M;Soltero;Preescolar;2;San Judas
1371;Sofia Alejandro Perez Lopez;0;Desempleado;67;F;Soltero;Primaria;3;19 de Julio
1044;Mario Alejandro Castro Flores;14000;Mesero;47;M;Soltero;Preescolar;2;Barrio El Calvario
1336;Carlos Alejandro Perez Ruiz;12500;Repartidor;74;M;Casado;Primaria;3;Barrio El Calvario
1325;Ana Alejandro Martinez Flores;0;Desempleado;28;F;Soltero;Primaria;3;Sol de libertad
1474;Paula Alejandro Castro Ruiz;12500;Repartidor;56;F;Soltero;Preescolar;3;El Calavario
1489;Fernanda Alejandro Mendoza Castro;0;Desempleado;6;F;Soltero;Primaria;3;Barrio El Calvario
1136;Pedro Alejandro Flores Lopez;10000;Vendedor;40;M;Casado;Técnico;1;Barrio El Rosario
1192;Andres Alejandro Flores Torres;13500;Barbero;43;M;Casado;Primaria;1;Barrio La Cruz
1167;Mario Alejandro Lopez Flores;10000;Vendedor;21;M;Casado;Técnico;1;Barrio Los Pinos
1008;Paula Alejandro Castro Perez;8500;Campesino;64;F;Soltero;Preescolar;1;Barrio Arnoldo Alemán
1079;Camila Alejandro Martinez Gonzalez;0;Desempleado;71;F;Soltero;Primaria;2;Barrio La Cruz
1319;Juan Alejandro Torres Martinez;18000;Carpintero;77;M;Casado;Secundaria;5;San Judas
1408;Fernanda Alejandro Mendoza Lopez;0;Desempleado;49;F;Casado;Preescolar;2;Barrio Arnoldo Alemán
1248;Paula Alejandro Perez Mendoza;12500;Repartidor;38;F;Soltero;Preescolar;1;Barrio Arnoldo Alemán
1330;Valeria Alejandro Flores Lopez;15500;Enfermero;29;F;Soltero;Universidad;5;San Judas
1068;Camila Alejandro Perez Lopez;13500;Barbero;43;F;Soltero;Preescolar;1;Barrio El Calvario
1069;Pedro Alejandro Ruiz Mendoza;13500;Barbero;51;M;Soltero;Preescolar;3;Barrio 19 de Julio
1102;Andres Alejandro Ruiz Ruiz;15500;Enfermero;72;M;Soltero;Universidad;5;San Ramón
1119;Luis Alejandro Gonzalez Castro;17000;Albañil;59;M;Casado;Secundaria;5;María Auxiliadora
1437;Fernanda Alejandro Hernandez Flores;12500;Repartidor;62;F;Soltero;Primaria;1;Barrio Guadalupe
1217;Carlos Alejandro Lopez Lopez;21000;Costur`ero;55;M;Soltero;Preescolar;1;19 de Julio
1286;Kevin Alejandro Flores Mendoza;13500;Barbero;59;M;Soltero;Primaria;3;Altamira del Este
1346;Miguel Alejandro Mendoza Lopez;0;Desempleado;15;M;Soltero;Secundaria;1;Barrio Obrero
1042;Pedro Alejandro Hernandez Lopez;0;Desempleado;11;M;Soltero;Primaria;3;Colina del Verbo
1288;Ana Alejandro Gonzalez Ruiz;9000;Obrero;80;F;Casado;Primaria;3;Barrio El Calvario
1167;Daniel Alejandro Perez Perez;8500;Campesino;21;M;Soltero;Técnico;1;Barrio Los Pinos
1170;Sofia Alejandro Castro Mendoza;18000;Carpintero;59;F;Soltero;Secundaria;5;Monimbó
1439;Elena Alejandro Ruiz Flores;0;Desempleado;65;F;Casado;Primaria;1;Barrio La Cruz
1387;Carlos Alejandro Perez Castro;10500;Cajero;39;M;Casado;Técnico;1;Barrio 19 de Julio
1311;Daniel Alejandro Perez Castro;0;Desempleado;9;M;Soltero;Primaria;1;El Calavario
1319;Jose Alejandro Gonzalez Perez;0;Desempleado;30;M;Soltero;Primaria;4;San Judas
1328;Ana Alejandro Hernandez Gonzalez;9000;Obrero;36;F;Soltero;Primaria;2;Barrio La Cruz
1209;Carlos Alejandro Lopez Gonzalez;0;Desempleado;11;M;Soltero;Primaria;2;Barrio El Calvario
1209;Paula Alejandro Flores Lopez;0;Desempleado;5;F;Soltero;Preescolar;1;Barrio El Calvario
1451;Miguel Alejandro Castro Martinez;10000;Vendedor;38;M;Soltero;Técnico;1;Urbanización San Miguel
1274;Kevin Alejandro Hernandez Gonzalez;0;Desempleado;27;M;Soltero;Primaria;3;San Ramón
1128;Miguel Alejandro Martinez Lopez;13000;Conductor de taxi;62;M;Soltero;Preescolar;3;Colina del Verbo
1183;Andres Alejandro Lopez Perez;0;Desempleado;25;M;Soltero;Preescolar;2;Barrio Obrero
1410;Camila Alejandro Martinez Ruiz;21000;Costur`ero;50;F;Soltero;Preescolar;3;María Auxiliadora
1201;Pedro Alejandro Flores Mendoza;0;Desempleado;46;M;Casado;Preescolar;3;Barrio Obrero
1296;Mario Alejandro Hernandez Mendoza;0;Desempleado;28;M;Soltero;Preescolar;2;Urbanización San Miguel
1474;Fernanda Alejandro Lopez Castro;18000;Carpintero;44;F;Soltero;Secundaria;5;El Calavario
1466;Fernanda Alejandro Gonzalez Torres;17000;Albañil;34;F;Soltero;Secundaria;5;Barrio Los Pinos
1293;Paula Alejandro Lopez Lopez;0;Desempleado;72;F;Soltero;Primaria;3;Colina del Verbo
1101;Jose Alejandro Mendoza Martinez;9000;Obrero;48;M;Casado;Primaria;3;19 de Julio
1060;Sofia Alejandro Lopez Lopez;13000;Conductor de taxi;29;F;Soltero;Preescolar;2;Barrio El Calvario
1218;Mario Alejandro Ruiz Castro;0;Desempleado;34;M;Soltero;Preescolar;2;Barrio Los Pinos
1069;Carlos Alejandro Gonzalez Castro;11000;Comerciante Informal;29;M;Soltero;Preescolar;2;Barrio 19 de Julio
1422;Daniel Alejandro Perez Perez;18000;Carpintero;70;M;Soltero;Secundaria;5;Barrio El Calvario
1021;Andres Alejandro Martinez Flores;15500;Enfermero;59;M;Soltero;Universidad;5;Sol de libertad
1356;Ana Alejandro Castro Mendoza;18000;Carpintero;62;F;Casado;Secundaria;5;Barrio El Calvario
1134;Kevin Alejandro Flores Ruiz;0;Desempleado;59;M;Soltero;Preescolar;2;Barrio La Cruz
1178;Carlos Alejandro Castro Castro;9500;Técnico Agropecuario;73;M;Casado;Técnico;3;San Ramón
1238;Camila Alejandro Hernandez Castro;11000;Comerciante Informal;23;F;Soltero;Preescolar;2;19 de Julio
1224;Mario Alejandro Gonzalez Gonzalez;0;Desempleado;10;M;Soltero;Primaria;1;Barrio El Calvario
1183;Daniel Alejandro Castro Flores;17000;Albañil;44;M;Casado;Secundaria;5;Barrio Obrero
1343;Ana Alejandro Hernandez Gonzalez;13000;Conductor de taxi;59;F;Casado;Primaria;4;Urbanización San Miguel
1422;Luis Alejandro Ruiz Flores;0;Desempleado;77;M;Casado;Preescolar;3;Barrio El Calvario
1497;Fernanda Alejandro Flores Flores;0;Desempleado;72;F;Soltero;Preescolar;1;Colina del Verbo
1194;Miguel Alejandro Perez Mendoza;0;Desempleado;20;M;Soltero;Técnico;1;Barrio Medardo Andino
1112;Carlos Alejandro Perez Hernandez;11500;Dependiente de tienda;25;M;Soltero;Técnico;1;San Ramón
1350;Kevin Alejandro Martinez Mendoza;0;Desempleado;63;M;Casado;Preescolar;1;Barrio El Rosario
1080;Elena Alejandro Castro Hernandez;16000;Médico general;60;F;Soltero;Universidad;5;Barrio Los Pinos
1268;Maria Alejandro Martinez Ruiz;9500;Técnico Agropecuario;27;F;Soltero;Técnico;3;Altamira del Este
1173;Sofia Alejandro Gonzalez Martinez;12000;Trabajador doméstico;41;F;Soltero;Primaria;3;Monimbó
1422;Maria Alejandro Gonzalez Castro;0;Desempleado;54;F;Casado;Primaria;1;Barrio El Calvario
1053;Miguel Alejandro Hernandez Flores;0;Desempleado;63;M;Casado;Primaria;5;San Judas
1411;Fernanda Alejandro Hernandez Castro;0;Desempleado;68;F;Casado;Primaria;1;Altamira del Este
1044;Marta Alejandro Mendoza Castro;18000;Carpintero;30;F;Soltero;Secundaria;5;Barrio El Calvario
1245;Fernanda Alejandro Hernandez Perez;12000;Trabajador doméstico;50;F;Soltero;Preescolar;2;Baká
1448;Mario Alejandro Flores Lopez;0;Desempleado;2;M;Soltero;Preescolar;1;Barrio La Cruz
1091;Pedro Alejandro Martinez Hernandez;0;Desempleado;35;M;Soltero;Preescolar;1;Barrio Arnoldo Alemán
1459;Lucia Alejandro Castro Perez;18000;Carpintero;60;F;Casado;Secundaria;5;Altamira del Este
1362;Miguel Alejandro Hernandez Hernandez;13000;Conductor de taxi;30;M;Soltero;Primaria;3;Urbanización San Miguel
1452;Camila Alejandro Perez Ruiz;0;Desempleado;11;F;Soltero;Primaria;2;Sol de libertad
1052;Kevin Alejandro Ruiz Torres;18000;Carpintero;22;M;Soltero;Secundaria;5;19 de Julio
1254;Juan Alejandro Ruiz Ruiz;13500;Barbero;61;M;Casado;Preescolar;1;Barrio Guadalupe
1129;Carlos Alejandro Castro Perez;11000;Comerciante Informal;14;M;Soltero;Secundaria;1;Barrio Medardo Andino
1285;Camila Alejandro Flores Mendoza;0;Desempleado;43;F;Casado;Preescolar;2;El Calavario
1344;Elena Alejandro Ruiz Perez;11500;Dependiente de tienda;24;F;Soltero;Técnico;1;Barrio El Rosario
1125;Daniel Alejandro Ruiz Perez;0;Desempleado;24;M;Soltero;Primaria;5;19 de Julio
1132;Maria Alejandro Flores Ruiz;0;Desempleado;1;F;Soltero;Preescolar;1;San Judas
1139;Ana Alejandro Flores Martinez;14500;Cocinero;32;F;Soltero;Preescolar;2;Barrio Obrero
1360;Kevin Alejandro Gonzalez Mendoza;0;Desempleado;1;M;Soltero;Preescolar;2;Urbanización San Miguel
1409;Mario Alejandro Mendoza Lopez;8500;Campesino;39;M;Soltero;Primaria;5;Barrio La Cruz
1298;Carlos Alejandro Gonzalez Hernandez;15500;Enfermero;41;M;Soltero;Universidad;5;Sol de libertad
1384;Mario Alejandro Lopez Flores;15000;Maestro;70;M;Soltero;Universidad;5;Altamira del Este
1485;Andres Alejandro Gonzalez Mendoza;19000;Electricista;40;M;Soltero;Secundaria;5;Baká
1057;Juan Alejandro Castro Gonzalez;0;Desempleado;80;M;Casado;Preescolar;1;María Auxiliadora
1386;Paula Alejandro Flores Lopez;18000;Carpintero;55;F;Soltero;Secundaria;5;María Auxiliadora
1052;Carlos Alejandro Flores Martinez;0;Desempleado;22;M;Soltero;Técnico;1;19 de Julio
1284;Maria Alejandro Martinez Lopez;9000;Obrero;55;F;Casado;Primaria;2;Monimbó
1033;Fernanda Alejandro Lopez Hernandez;0;Desempleado;24;F;Soltero;Preescolar;3;Barrio El Rosario
1116;Elena Alejandro Castro Flores;14500;Cocinero;45;F;Soltero;Primaria;3;Altamira del Este
1398;Andres Alejandro Martinez Castro;14000;Mesero;62;M;Soltero;Primaria;2;Barrio La Cruz
1045;Carlos Alejandro Castro Gonzalez;13000;Conductor de taxi;64;M;Casado;Preescolar;2;San Judas
1304;Fernanda Alejandro Ruiz Lopez;21000;Costur`ero;77;F;Soltero;Preescolar;2;Urbanización San Miguel
1108;Maria Alejandro Perez Ruiz;0;Desempleado;5;F;Soltero;Preescolar;1;San Ramón
1191;Marta Alejandro Gonzalez Flores;0;Desempleado;21;F;Soltero;Técnico;1;Barrio Guadalupe
1001;Kevin Alejandro Hernandez Castro;14500;Cocinero;64;M;Casado;Primaria;1;Altamira del Este
1008;Kevin Alejandro Martinez Perez;15500;Enfermero;52;M;Soltero;Universidad;5;Barrio Arnoldo Alemán
1264;Juan Alejandro Hernandez Lopez;9000;Obrero;22;M;Soltero;Técnico;1;El Calavario
1022;Andres Alejandro Gonzalez Mendoza;12500;Repartidor;80;M;Casado;Preescolar;2;San Judas
1161;Fernanda Alejandro Flores Martinez;0;Desempleado;28;F;Soltero;Preescolar;2;San Ramón
1385;Andres Alejandro Gonzalez Martinez;0;Desempleado;8;M;Soltero;Primaria;1;Monimbó
1380;Fernanda Alejandro Flores Lopez;18000;Carpintero;42;F;Soltero;Secundaria;5;Urbanización San Miguel
1224;Andres Alejandro Ruiz Hernandez;0;Desempleado;70;M;Soltero;Preescolar;3;Barrio El Calvario
1123;Luis Alejandro Castro Perez;0;Desempleado;47;M;Casado;Preescolar;3;Monimbó
1037;Fernanda Alejandro Gonzalez Gonzalez;0;Desempleado;30;F;Casado;Primaria;3;Barrio El Rosario
1076;Luis Alejandro Gonzalez Martinez;0;Desempleado;1;M;Soltero;Preescolar;3;Sol de libertad
1456;Jose Alejandro Martinez Castro;0;Desempleado;21;M;Soltero;Técnico;1;Barrio La Cruz
1011;Jose Alejandro Flores Gonzalez;10500;Cajero;28;M;Soltero;Técnico;1;Colina del Verbo
1260;Mario Alejandro Torres Mendoza;11000;Comerciante Informal;44;M;Soltero;Primaria;2;Barrio El Rosario
1128;Pedro Alejandro Flores Lopez;0;Desempleado;45;M;Soltero;Primaria;4;Colina del Verbo
1003;Juan Alejandro Castro Martinez;8500;Campesino;26;M;Soltero;Primaria;1;Barrio Arnoldo Alemán
1103;Maria Alejandro Torres Castro;0;Desempleado;2;F;Soltero;Preescolar;1;Barrio Medardo Andino
1225;Jose Alejandro Gonzalez Perez;10500;Cajero;52;M;Casado;Técnico;1;Monimbó
1030;Fernanda Alejandro Flores Perez;0;Desempleado;30;F;Soltero;Preescolar;3;Barrio La Cruz
1018;Maria Alejandro Mendoza Hernandez;13500;Barbero;25;F;Soltero;Primaria;1;El Calavario
1365;Valeria Alejandro Ruiz Ruiz;8500;Campesino;16;F;Soltero;Secundaria;1;Barrio Los Pinos
1065;Jose Alejandro Lopez Torres;0;Desempleado;76;M;Casado;Preescolar;1;Barrio Obrero
1021;Sofia Alejandro Hernandez Martinez;9500;Técnico Agropecuario;60;F;Casado;Técnico;3;Sol de libertad
1101;Ana Alejandro Lopez Ruiz;0;Desempleado;60;F;Casado;Preescolar;2;19 de Julio
1408;Miguel Alejandro Flores Torres;13500;Barbero;16;M;Soltero;Secundaria;1;Barrio Arnoldo Alemán
1225;Mario Alejandro Gonzalez Ruiz;8500;Campesino;19;M;Soltero;Técnico;1;Monimbó
1165;Sofia Alejandro Perez Torres;10000;Vendedor;30;F;Soltero;Técnico;1;Barrio El Rosario
1334;Camila Alejandro Ruiz Flores;15000;Maestro;37;F;Soltero;Universidad;5;Barrio 19 de Julio
1013;Pedro Alejandro Martinez Gonzalez;10000;Vendedor;43;M;Casado;Técnico;1;Altamira del Este
1114;Marta Alejandro Lopez Castro;0;Desempleado;33;F;Casado;Primaria;2;Barrio El Calvario
